sys_sch,SystemId,SystemName,SchoolName,SchoolId,Cluster,Phone_Number,Street,City,State,Zip_Code,total_enroll,Grades,SSAS,Grade,SingleScore,pct_asian,pct_native,pct_black,pct_hispanic,pct_multi,pct_white,pct_ed,pct_swd,pct_lep,Content_MasteryE,ProgressE,Closing_GapE,ReadinessE,CCRPIScoreE,Third_Grade_Reading,Fifth_Grade_Reading,Content_MasteryM,ProgressM,Closing_GapM,ReadinessM,CCRPIScoreM,Eighth_Grade_Reading,Content_MasteryH,ProgressH,Closing_GapH,ReadinessH,Graduation_RateH,CCRPIScoreH,English_BegH,English_DevH,English_ProfH,English_DistH,Math_BegH,Math_DevH,Math_ProfH,Math_DistH,Science_BegH,Science_DevH,Science_ProfH,Science_DistH,Soc_BegH,Soc_DevH,Soc_ProfH,Soc_DistH,College_Readiness,Accelerated_Course_Taking,Four_Year_Graduation_Rate,English_BegE,English_DevE,English_ProfE,English_DistE,Math_BegE,Math_DevE,Math_ProfE,Math_DistE,Science_BegE,Science_DevE,Science_ProfE,Science_DistE,Soc_BegE,Soc_DevE,Soc_ProfE,Soc_DistE,English_BegM,English_DevM,English_ProfM,English_DistM,Math_BegM,Math_DevM,Math_ProfM,Math_DistM,Science_BegM,Science_DevM,Science_ProfM,Science_DistM,Soc_BegM,Soc_DevM,Soc_ProfM,Soc_DistM,CollegeEnrollment,FinancialEfficiency,SchoolClimate,Mobility,PPE
6225054,622,Carroll County,Villa Rica High School,5054,H,(770) 459 - 5185,600 Rocky Branch Road,Villa Rica,GA,30180,1637,9-12,,C,75.60000000000001,1,0,26,10,6,56,26.4,14,2,,,,,,,,,,,,,,64.8,88.9,48.3,70.2,93.9,75.59999999999999,17.2,25.6,43.7,13.5,46.40000000000001,35.2,17.2,1.2,32.1,24.8,34.8,8.4,27.1,28.8,36,8.1,59.2,63.5,94.90000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,13.8,7679.18
622605,622,Carroll County,Glanton-Hindsman Elementary School,605,E, 770-459-4491, 118 Glanton St.,Villa Rica,GA,30180,597,K-5,,D,64.8,1,0,28,8,7,55,39,10,2,67.2,74.6,18.2,79.1,64.8,35.6,57.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,36.6,31.4,12.3,14,39.3,37.7,9.1,27,31,35,7,19,57,23,1,,,,,,,,,,,,,,,,,,4,4,17.8,8256.889999999999
622705,622,Carroll County,Villa Rica Elementary School,705,E,770.459.5762,314 Peachtree Street,Villa Rica,GA,30180,416,K-5,,D,64.8,1,0,23,14,8,54,42.5,11,6,71.4,70.2,17.5,81.0,64.8,38.2,68.90000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,29.7,40.2,9.1,11.5,39.2,40.7,8.6,12.2,32.4,43.2,12.2,9.5,50,28.4,12.2,,,,,,,,,,,,,,,,,,3,3,15.9,9892
623100,623,Catoosa County,Ringgold Primary School,100,E,(706)937-5437,340 Evitt Lane,Ringgold,GA,30736,468,K-2,,C,70.3,2,0,1,2,4,90,25,13,1,72.0,TFS,50,82.9,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13.9,11190.52
623102,623,Catoosa County,Battlefield Primary School,102,E,(706)861-5778,2204 Battlefield Parkway,Ft Oglethorpe,GA,30742,449,K-2,,C,74.90000000000001,6,0,2,4,5,82,20.9,10,5,74.7,TFS,62.5,84.4,74.90000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10.9,10216.79
623103,623,Catoosa County,Battlefield Elementary School,103,E,(706)866-9183,2206 Battlefield Parkway,Fort Oglethorpe,GA,30742,487,3-5,,B,81.10000000000001,4,0,5,4,5,83,27.299999,13,3,72.2,85.2,85.40000000000001,84.2,81.09999999999999,58.7,68.60000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,32.3,35.6,13.3,14.3,37.1,36.9,11.8,21.4,30.8,34.6,13.2,10.1,54.1,27,8.800000000000001,,,,,,,,,,,,,,,,,,3,5,9.9,9853.130000000001
623105,623,Catoosa County,Woodstation Elementary School,105,E,(706)935-6700,3404 Colbert Hollow Road,Rock Spring,GA,30739,381,K-5,,D,67.7,0,0,1,3,2,94,24.1,17,0,66.9,64.3,53.6,85.5,67.7,66.7,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,33,39.8,12.6,15,38.3,37.4,9.200000000000001,43.3,31.3,19.4,6,28.4,62.7,6,3,,,,,,,,,,,,,,,,,,2.5,5,13.7,11083.29
6231050,623,Catoosa County,Boynton Elementary School,1050,E, 706-866-1521,3938 Boynton Drive,Ringgold,GA,30736,589,K-5,,B,86.80000000000001,1,0,2,3,3,90,16.799999,15,1,81.0,88.9,90.59999999999999,88.9,86.8,76.90000000000001,82.30000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,27.9,41.8,22,12.9,41.5,36.9,8.700000000000001,11.5,31.3,41.7,15.6,6.300000000000001,51,32.3,10.4,,,,,,,,,,,,,,,,,,3.5,5,9.800000000000001,9668.719999999999
6231052,623,Catoosa County,Lakeview-Fort Oglethorpe High School,1052,H,706-866-0342,1850 Battlefield Parkway,Fort Oglethorpe,GA,30742,980,9-12,,C,72.7,3,0,7,8,4,78,30,17,2,,,,,,,,,,,,,,64.0,86.8,53.7,63.2,84.1,72.7,29.3,33.2,32.3,5.2,31.3,42,21,5.800000000000001,28.4,28.8,30.6,12.2,22.1,32.7,30.2,15.1,51.2,54.2,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,13,9972.59
6231054,623,Catoosa County,West Side Elementary School,1054,E,706-866-9211,72 Braves Lane,Rossville,GA,30741,469,K-5,,D,69,1,0,4,10,8,78,45.400002,13,4,49.9,85.2,59.4,76.6,69,52.5,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7,40.90000000000001,22.2,6.2,26.7,39.1,28.4,5.800000000000001,53.40000000000001,20.5,24.7,1.4,31.5,60.3,6.800000000000001,1.4,,,,,,,,,,,,,,,,,,2.5,5,19.9,9618.700000000001
623109,623,Catoosa County,Heritage High School,109,H,(706)937-6464,3960 Poplar Springs Rd,Ringgold,GA,30736,1278,9-12,,C,79.80000000000001,1,0,2,2,3,91,11,20,0,,,,,,,,,,,,,,81.3,80.1,67.40000000000001,75.2,89.2,79.8,17.8,28.5,44.5,9.200000000000001,14.8,17,45.6,22.6,19.9,23.3,42.3,14.4,14.5,36.7,37.9,10.9,65,80.5,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5,8.5,9774.450000000001
623185,623,Catoosa County,Tiger Creek Elementary School,185,E,(706)935-9890,134 Rhea McClannhan Dr.,Tunnel Hill,GA,30755,443,K-5,,D,69.40000000000001,1,0,1,4,2,91,33.599998,18,2,57.7,75.5,62.5,81.4,69.40000000000001,42.90000000000001,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,40.5,30.8,7,24.2,39.6,33,3.1,32.1,33.3,32.1,2.5,27.2,66.7,3.7,2.5,,,,,,,,,,,,,,,,,,2.5,5,15.3,10392.47
623205,623,Catoosa County,Heritage Middle School,205,M,(706)937-3568,4005 Poplar Springs Rd.,Ringgold,GA,30736,935,6-8,,C,79.90000000000001,2,0,2,4,3,90,15.4,20,1,,,,,,,,83.9,92.0,31.8,88.7,79.90000000000001,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,29.8,43.90000000000001,13.1,9.300000000000001,30.4,41.40000000000001,18.8,12.3,23.3,39.2,25.2,14.2,35.4,30.1,20.2,,4,5,10.4,9148.27
6232552,623,Catoosa County,Lakeview Middle School,2552,M,706-866-1040,416 Cross Street,Rossville,GA,30741,798,6-8,,C,74.5,3,0,6,8,4,80,38.799999,22,4,,,,,,,,62.4,84.3,66.09999999999999,81.6,74.5,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,34.9,32.3,5.600000000000001,20.2,39.1,31.1,9.600000000000001,30.8,31.2,30.8,7.100000000000001,27.7,51.1,13.6,7.600000000000001,,3,5,15.9,9378.17
6233050,623,Catoosa County,Cloud Springs Elementary School,3050,E,706-866-6640,163 Fernwood Drive ,Rossville,GA,30741,357,K-5,,B,82.5,2,0,3,3,5,88,49.599998,19,1,62.8,92.3,100,81.7,82.5,52.7,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,40.6,34.8,7.5,20.3,41.2,33.2,5.300000000000001,29.8,26.3,36.8,7,25,48.2,23.2,3.6,,,,,,,,,,,,,,,,,,2.5,5,18.5,11403.31
6233052,623,Catoosa County,Ringgold Elementary School,3052,E,(706)935-2912,322 Evitt Lane,Ringgold,GA,30736,459,3-5,,D,65.8,2,0,2,2,3,91,22.9,20,1,66.1,69.1,34.4,83.2,65.8,55.8,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,36.3,31.1,11.9,15.3,37.6,37.4,9.700000000000001,29.2,40.3,24.7,5.800000000000001,20.8,58.40000000000001,15.6,5.2,,,,,,,,,,,,,,,,,,2.5,5,13.1,10603.24
6234052,623,Catoosa County,Ringgold High School,4052,H,(706)935-2254,29 Tiger Trail,Ringgold,GA,30736,1046,9-12,,B,80.40000000000001,2,0,2,4,2,90,17.6,16,1,,,,,,,,,,,,,,77.7,76.8,85,79.9,90.5,80.40000000000001,14.9,38,39.7,7.5,19.2,29.9,43.3,7.600000000000001,15.5,20.5,43.5,20.5,16.5,35,36.5,11.9,66.3,100,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5,9.9,10165.25
6235050,623,Catoosa County,Graysville Elementary School,5050,E,706-937-3147,944 Graysville Rd.,Ringgold,GA,30736,513,K-5,,B,80.10000000000001,2,0,3,4,6,86,20.700001,10,3,76.6,78.6,81.3,87.3,80.09999999999999,50,78.90000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,28.7,44.2,10.2,9.800000000000001,30.9,44.90000000000001,14.3,13.3,31.1,43.3,12.2,12.2,54.40000000000001,25.6,7.800000000000001,,,,,,,,,,,,,,,,,,3.5,5,9.4,9742.450000000001
6235052,623,Catoosa County,Ringgold Middle School,5052,M,706.935.3381,217 Tiger Trail,Ringgold,GA,30736,780,6-8,Greatest Gains (Platinum),A,91.5,1,0,2,4,3,89,23.200001,22,2,,,,,,,,81.6,98.7,100,87.5,91.5,80.10000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,31.5,40.3,12.6,9.700000000000001,30.8,39.7,19.8,9.4,23.6,44.2,22.8,11.2,39.7,38.2,10.9,,4,5,9.4,9411.639999999999
624112,624,Charlton County,Bethune Middle School,112,EM,912-496-2360,285 Little Phoebe Church Road,Folkston,GA,31537,590,4-8,,B,81.80000000000001,1,1,33,3,7,56,37.599998,15,1,64.8,94.5,97.7,79.5,83.09999999999999,,59,65.2,93.3,82.5,81.4,80.90000000000001,60,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,47.5,29.6,4,9.5,54.5,28.8,7.2,18.3,30.8,36.5,14.4,19.2,51.90000000000001,21.2,7.7,21.9,41.3,30.1,6.7,11.6,40.90000000000001,33.8,13.7,30.3,34.9,22.9,11.9,24.8,46.8,20.2,8.300000000000001,,3.5,4,14.7,8948.52
624199,624,Charlton County,Folkston Elementary School,199,E,912-496-7369,34754 Okefenokee Drive,Folkston,GA,31537,456,K-3,,B,84.40000000000001,1,0,34,2,7,56,40.599998,14,1,78.0,TFS,100,82.2,84.40000000000001,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,38.2,29.1,15.5,7.300000000000001,38.5,43.1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,5,22.1,9579.93
624287,624,Charlton County,Charlton County High School,287,H,912-496-2501,994 Indian Trail,Folkston,GA,31537,425,9-12,,C,70.90000000000001,1,0,31,2,5,60,26.6,6,0,,,,,,,,,,,,,,63.2,61.1,90.59999999999999,73.9,89.7,70.90000000000001,40,37.3,22.7,0,16.2,48.6,31.1,4.100000000000001,27.4,31.6,31.6,9.5,15.3,41.7,37.5,5.600000000000001,45.2,100,90.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,7.300000000000001,10379.08
6244050,624,Charlton County,St. George Elementary School,4050,EM,912-843-2383,P.O. Box 298 Highway 121,St. George,GA,31562,157,K-6,,B,80.2,0,0,1,3,6,89,24.799999,13,0,73.2,79.2,79.2,82.5,78.09999999999999,50,72.40000000000001,86.9,100.0,,92.7,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,36.6,38,9.9,10,42.90000000000001,34.3,12.9,10.7,50,32.1,7.100000000000001,17.9,67.90000000000001,10.7,3.6,13,8.700000000000001,73.90000000000001,4.3,4.5,36.4,40.90000000000001,18.2,,,,,,,,,,2.5,4,22.9,11071.45
625101,625,Savannah-Chatham County,Johnson High School,101,H, (912) 395-6400,3012 Sunset Boulevard,Savannah,GA,31404,773,9-12,Greatest Gains (Silver),C,73.5,1,0,88,4,2,5,46.700001,11,1,,,,,,,,,,,,,,47.4,100.0,58.3,70.6,85.9,73.5,31.9,46.1,22,0,29.4,54,16,.6000000000000001,42,36.2,20.2,1.6,30.4,43.7,22.8,3.2,60.6,59.3,85.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,18.9,11604.5
6251052,625,Savannah-Chatham County,Otis J Brock III Elementary School,1052,E,(912) 395-5300,5031 Greenbriar Rd,Savannah,GA,31401,469,K-5,,C,70.2,0,0,93,3,2,2,81.699997,9,3,43.2,86.7,78.59999999999999,75.4,70.2,20.8,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,46.7,11.4,.9,26.6,45.40000000000001,23.6,4.4,57.7,26.9,14.1,1.3,21.8,67.90000000000001,9,1.3,,,,,,,,,,,,,,,,,,2,4,28.4,11649.02
6251056,625,Savannah-Chatham County,Gadsden Elementary School,1056,E,(912) 395-5940,919 May Street,Savannah,GA,31415,532,K-5,,D,62.3,0,0,97,0,2,1,88,10,0,36.9,79.5,60.7,71.7,62.3,21.1,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1,32.6,11.5,1.8,35.5,42.3,19.7,2.5,64.2,21.1,14.7,0,35.1,60.6,4.3,0,,,,,,,,,,,,,,,,,,2,2,17.9,11391.69
6251058,625,Savannah-Chatham County,Heard Elementary School,1058,E,(912) 395-6630,414 Lee Boulevard,Savannah,GA,31405,588,K-5,,D,69.10000000000001,2,0,61,7,6,25,30.299999,11,1,69.4,71.4,43.2,84.1,69.09999999999999,46.90000000000001,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,32.9,33.9,15,13.6,43.6,29.6,13.2,34.4,28.9,30,6.7,20.9,45.1,27.5,6.600000000000001,,,,,,,,,,,,,,,,,,2.5,4,10.9,10722.86
6251060,625,Savannah-Chatham County,Howard Elementary School,1060,E,(912) 395-3925,115 Wilmington Island Road,Savannah,GA,31410,576,K-5,,C,71.2,4,0,7,3,3,81,11.8,13,3,82.8,80.0,6.3,87.0,71.2,65.10000000000001,78.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,33.9,39.8,15.2,7.600000000000001,28.4,47.8,16.3,10.3,27.8,41.2,20.6,8.4,45.3,35.8,10.5,,,,,,,,,,,,,,,,,,2.5,4,12.8,12387.75
6251070,625,Savannah-Chatham County,White Bluff Elementary School,1070,E,(912) 395-3325,5330 Montgomery Street,Savannah,GA,31405,560,K-5,,C,77.60000000000001,4,0,73,8,4,10,62.900002,13,8,55.1,93.1,88.90000000000001,75.6,77.59999999999999,26.1,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,40.6,18.5,4.3,22.9,40,31.3,5.800000000000001,24.7,34.6,34.6,6.2,18.5,76.5,2.5,2.5,,,,,,,,,,,,,,,,,,2.5,3,29.7,10809.04
625109,625,Savannah-Chatham County,Coastal Empire Montessori Charter School,109,E,(912) 395-4070,​301 Buckhalter Road ,Savannah,GA,31405,251,K-5,,F,59.2,0,0,46,9,8,36,36.700001,10,3,39.3,77.0,39.3,72.8,59.2,27.9,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,42.2,19.3,1.8,39.40000000000001,45.90000000000001,12.8,1.8,54.5,21.2,21.2,3,42.40000000000001,51.5,3,3,,,,,,,,,,,,,,,,,,1.5,3,12.4,10190.96
625115,625,Savannah-Chatham County,Woodville-Tompkins Technical and Career High School,115,H,(912) 395-6750,151 Coach Joe Turner Street,Savannah,GA,31408,661,9-12,,B,88.80000000000001,2,0,67,13,7,10,20.700001,3,0,,,,,,,,,,,,,,78.4,93.6,81.8,93.3,100.0,88.8,5.300000000000001,45.6,46.7,2.4,1.5,50,47.8,.7000000000000001,9.9,36.6,51.2,2.3,7.2,30.4,48.6,13.8,91.10000000000001,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5,2.7,9691.880000000001
625116,625,Savannah-Chatham County,Pulaski Elementary School,116,E,(912) 395-6466,1001 Tibet Avenue,Savannah,GA,31419,599,K-5,,D,68.5,1,1,48,24,4,23,32.200001,12,12,55.0,83.6,47.7,77.7,68.5,27.2,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,42.90000000000001,22.4,4.9,16.4,49.3,27.6,6.7,45.1,30.8,20.9,3.3,29.2,59.6,10.1,1.1,,,,,,,,,,,,,,,,,,2.5,3,28.2,10149.03
625117,625,Savannah-Chatham County,New Hampstead High School,117,H, (912) 395-6789,2451 Little Neck Road,Bloomingdale,GA,31302,1327,9-12,,C,75.60000000000001,3,0,51,13,6,28,19.4,12,4,,,,,,,,,,,,,,55.3,91.5,75,67.8,92.4,75.59999999999999,24.9,39.8,32.5,2.7,39.3,36.3,22.9,1.5,40.6,26.1,29.7,3.6,21.3,33.8,36.3,8.6,38,74.60000000000001,93.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,16.9,8234.780000000001
625118,625,Savannah-Chatham County,Oglethorpe Charter School,118,M,(912) 395-5075,7202 Central Avenue,Savannah,GA,31406,604,6-8,,C,73.8,2,0,66,6,6,19,31,9,2,,,,,,,,63.4,78.7,66.7,86.3,73.8,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,44,30.2,4.800000000000001,15.7,53.3,24.8,6.100000000000001,25.2,40.8,28.6,5.5,21.4,45.90000000000001,27,5.7,,2,5,4.5,10536.01
625124,625,Savannah-Chatham County,The STEM Academy at Bartlett Middle,124,M,(912) 395-3500,207 East Montgomery Cross Road,Savannah,GA,31406,695,6-8,,B,87.10000000000001,4,0,26,11,9,48,13.8,6,1,,,,,,,,94.2,71.0,100,94.9,87.09999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,20.4,51.6,24.4,1.8,20,50.90000000000001,27.4,,,,,1.9,29.6,48.5,19.9,,4,5,3.9,9446.969999999999
625125,625,Savannah-Chatham County,Tybee Island Maritime Academy ,125,E,(912) 395-4060​,714 Lovell Avenue,Tybee Island,GA,31328,284,K-5,,D,63.7,1,0,12,4,3,81,14.1,13,0,73.4,63.9,12.5,87.4,63.7,77.10000000000001,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,27,40.3,18.2,12.6,32.1,41.5,13.8,35,22.5,30,12.5,30.8,43.6,17.9,7.7,,,,,,,,,,,,,,,,,,2.5,4,6,9440.790000000001
625128,625,Savannah-Chatham County,Savannah Classical Academy ,128,EM,(912) 395-4040,705 East Anderson Street,Savannah,GA,31401,266,K-8,,D,66.60000000000001,2,0,81,4,4,9,39.5,10,0,53.1,78.3,41.7,78.5,65.3,37.1,53.7,50.8,92.3,45.8,77.3,69.90000000000001,40.90000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,42.1,20.6,7.5,29,38.3,27.1,5.600000000000001,43.90000000000001,29.3,19.5,7.300000000000001,22,53.7,12.2,12.2,25.4,49.3,22.4,3,14.9,56.7,26.9,1.5,63.6,31.8,4.5,0,13.6,54.5,31.8,0,,1.5,1,9,17360.68
625191,625,Savannah-Chatham County,"Early Learning Center at Henderson E. Formey, Jr.School",191,EM, (912) 395-5500,400 East Broad Street,Savannah,GA,31401,518,K-8,,F,45.8,1,1,95,1,0,2,77.599998,15,3,24.1,60.0,35.7,66.4,46.9,7,36.1,18.8,69.3,0,64.4,42.8,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,64.2,25.4,10.4,0,52.90000000000001,38.40000000000001,8.1,.6000000000000001,78.7,19.7,1.6,0,59,41,0,0,55.40000000000001,39.2,5.4,0,65.40000000000001,30.8,3.8,0,81.80000000000001,18.2,0,0,81.80000000000001,15.2,3,0,,1,1,26.6,12298.24
625192,625,Savannah-Chatham County,Esther F. Garrison School of Arts,192,EM, (912) 395-5975,649 West Jones Street,Savannah,GA,31401,756,K-8,,C,79.30000000000001,3,0,44,8,9,36,17.700001,6,0,81.2,74.4,55.6,86.8,76.09999999999999,43.5,71.3,87.2,74.9,80,95.0,83.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,38.1,35.2,16.5,6,33.2,43.40000000000001,17.4,26.4,25.3,34.5,13.8,4.600000000000001,43.7,26.4,25.3,3.7,21,55.7,19.6,3.4,36.1,42.6,17.9,61.90000000000001,33.3,4.800000000000001,0,6.9,35.6,43.6,13.9,,3,3,4.600000000000001,10591.94
625194,625,Savannah-Chatham County,Georgetown K-8 School,194,EM,(912) 395-3475,1516 King George Blvd.,Savannah,GA,31419,740,K-8,,D,65.40000000000001,2,0,51,8,8,31,27.4,15,2,60.8,64.2,52.3,79.7,64.5,40.6,54.8,51.1,77.4,55,83.0,67.3,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,25.1,39.8,27.5,7.600000000000001,13.1,46.2,33.1,7.600000000000001,38.5,29.8,27.9,3.8,29.8,47.1,19.2,3.8,22.3,45.5,30,2.3,20.3,58.5,19.8,1.4,48.40000000000001,33.9,16.1,1.6,40.3,45.2,11.3,3.2,,2.5,3,15.6,10357.06
625197,625,Savannah-Chatham County,Garden City Elementary School,197,E,(912) 395-6820,4037 Kessler Avenue,Garden City,GA,31408,426,K-5,,C,78.10000000000001,1,1,25,59,2,12,49.099998,6,51,67.0,77.2,100,79.7,78.09999999999999,42.2,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,47.2,26.8,6.4,8.1,39.1,40,12.8,30,32.5,31.3,6.300000000000001,20,71.3,7.5,1.3,,,,,,,,,,,,,,,,,,2,4,16.8,12490.55
625199,625,Savannah-Chatham County,West Chatham Middle School,199,M,(912) 395-3650,800 Pine Barren Road,Pooler,GA,31322,918,6-8,,C,71.3,3,0,49,20,6,22,35.099998,16,8,,,,,,,,52.5,82.3,69.59999999999999,81.5,71.3,46.90000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,40.5,23.5,2.1,26.7,50.40000000000001,19.4,3.5,36.4,34.2,26.5,2.9,24.7,52.40000000000001,20,2.9,,2.5,4,23.1,10406.86
625200,625,Savannah-Chatham County,West Chatham Elementary School,200,E,(912) 395-3600,820 Pine Barren Road,Pooler,GA,31322,750,K-5,,D,60.40000000000001,4,0,50,11,5,29,25.700001,14,3,55.8,67.8,26.9,79.4,60.4,43.7,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,41.1,25.4,6.600000000000001,19.9,48,27.5,4.7,37.1,36.4,22.7,3.8,28,58.3,9.1,4.5,,,,,,,,,,,,,,,,,,2.5,3,19,9637.35
625201,625,Savannah-Chatham County,DeRenne Middle School,201,M,(912) 395-5900,(912) 395-5900,Savannah,GA,31405,664,6-8,,F,55.6,0,0,96,2,1,2,72.699997,17,1,,,,,,,,30.4,72.2,40.6,75.6,55.6,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.40000000000001,34.2,10.2,.2,49.1,40.5,9.700000000000001,.8,72.90000000000001,24.1,3,0,52.3,41.6,4.600000000000001,1.5,,1.5,3,29,10546.75
6252052,625,Savannah-Chatham County,Beach High School,2052,H,(912) 395-5330,3001 Hopkins Street,Savannah,GA,31405,1004,9-12,,D,66.40000000000001,0,0,86,6,3,5,48.900002,13,2,,,,,,,,,,,,,,39.7,89.0,76.09999999999999,57.3,77.4,66.40000000000001,31,53.1,16,0,56.40000000000001,28.2,15.3,0,40.8,35.9,22.4,.8,44.3,37.5,15.9,2.3,43.1,30,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2,21.1,9675.68
6252056,625,Savannah-Chatham County,Gould Elementary School,2056,E, (912) 395-5400,4910 Pineland Drive,Savannah,GA,31405,723,K-5,,C,70.8,2,1,38,29,8,22,47.900002,13,21,50.2,84.7,73.2,75.5,70.8,33.3,46.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,47.90000000000001,20.6,3.1,19.8,44,29.7,6.5,51.2,29.6,16,3.2,41.90000000000001,49.2,8.1,.8,,,,,,,,,,,,,,,,,,2,2,27.5,10524.92
6252060,625,Savannah-Chatham County,Hubert Middle School,2060,M,(912) 395-5235,768 Grant Street,Savannah,GA,31401,452,6-8,,D,69,0,0,92,2,2,3,73.699997,12,2,,,,,,,,32.2,84.5,100,73.6,69,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3,30.5,8.700000000000001,.5,43.90000000000001,46,9.600000000000001,.5,60.2,30.1,8.800000000000001,.9,49.6,39.3,9.600000000000001,1.5,,1,3,36.3,11826.86
6252062,625,Savannah-Chatham County,Largo-Tibet Elementary School,2062,E,(912) 395-3450,430 Tibet Avenue,Savannah,GA,31406,602,K-5,,D,66.10000000000001,3,1,72,10,3,10,51,10,6,43.8,73.5,83.3,73.8,66.09999999999999,34.4,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,44.7,15.9,1.9,24.9,47.90000000000001,24.3,2.9,57.1,29.5,12.5,.9,37.5,58.90000000000001,3.6,0,,,,,,,,,,,,,,,,,,2.5,2,22.4,10115.7
6252068,625,Savannah-Chatham County,Andrea B Williams Elementary School,2068,E,(912) 395-2500,1150 Wheaton Street,Savannah,GA,31404,510,K-5,,F,49.6,1,0,94,1,4,1,79.599998,11,1,32.1,63.1,25,70.8,49.6,18.5,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3,33.3,9.800000000000001,1.6,32.9,49,16.5,1.6,59.5,34.5,4.800000000000001,1.2,57.1,39.3,3.6,0,,,,,,,,,,,,,,,,,,1,3,26.1,10124.55
625210,625,Savannah-Chatham County,The School of Liberal Studies at Savannah High School,210,H,(912) 395-5050,400 Pennsylvania Avenue,Savannah,GA,31404,521,9-12,,D,63.6,0,0,94,1,2,3,58.5,18,0,,,,,,,,,,,,,,28.7,83.0,100,53.6,80.3,63.6,63.6,31.4,5.100000000000001,0,56.90000000000001,37.9,5.2,0,56.7,27.9,15.4,0,53.8,36.1,9.200000000000001,.8,40.3,29,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,30.1,12040.77
